epoch;acc;loss;lr;val_acc;val_loss
0;0.399416701542;1.92761432827;1e-05;0.341666704416;2.26743059158
1;0.548250044733;1.22617982984;1e-05;0.525000035763;1.37538499832
2;0.598833383024;1.08320449859;1e-05;0.596666693687;1.05897340775
3;0.631166718602;0.99669588834;1e-05;0.56500005722;1.10643634796
4;0.651166723669;0.923684283495;1e-05;0.635000038147;0.94183549881
5;0.674000054598;0.872629965544;1e-05;0.585000050068;1.29918193817
6;0.684791722596;0.843728277981;1e-05;0.683333396912;0.888776397705
7;0.688666723371;0.826844344437;1e-05;0.618333375454;0.952268099785
8;0.702791724801;0.795272979736;1e-05;0.686666738987;0.859429562092
9;0.708041722476;0.773443076611;1e-05;0.731666743755;0.69088177681
10;0.714083389044;0.754255319536;1e-05;0.696666741371;0.807959926128
11;0.717291724086;0.745417755246;1e-05;0.686666727066;0.792774927616
12;0.727416723371;0.72495927304;1e-05;0.69000005722;0.794977879524
13;0.725958392322;0.72916548878;1e-05;0.685000038147;0.890108370781
14;0.731708393991;0.71057467252;1e-05;0.605000030994;1.52999491692
15;0.740000063479;0.694658589959;1e-05;0.785000061989;0.663874864578
16;0.74220839262;0.68205157578;1e-05;0.756666719913;0.707409381866
17;0.748708395362;0.675025699437;1e-05;0.713333380222;0.696531319618
18;0.749000059366;0.666266470104;1e-05;0.733333384991;0.772419154644
19;0.75700006634;0.649360758066;1e-05;0.683333384991;0.924546527863
20;0.753791721463;0.650051954687;1e-05;0.721666705608;0.71867313385
21;0.760041728318;0.641580864787;1e-05;0.683333396912;0.779744064808
22;0.763208396137;0.63493600592;1e-05;0.715000033379;0.695390617847
23;0.766833394766;0.626885603964;1e-05;0.7150000453;0.788031792641
24;0.768625062406;0.618287556022;1e-05;0.686666738987;0.911373794079
25;0.764250063002;0.616589355916;1e-05;0.706666731834;0.780657529831
26;0.774500066042;0.596216306686;1e-05;0.763333404064;0.675506329536
27;0.773666729033;0.600233734548;1e-05;0.678333365917;0.860911750793
28;0.779708398283;0.591236813664;1e-05;0.695000052452;0.860885322094
29;0.781458394527;0.585772776455;1e-05;0.761666738987;0.633584535122
30;0.785125062466;0.576941343993;1e-05;0.748333382607;0.664780330658
31;0.786833398044;0.577223944813;1e-05;0.745000064373;0.649964720011
32;0.790458396375;0.562371383905;1e-05;0.783333384991;0.619130766392
33;0.791125064194;0.561358993053;1e-05;0.731666731834;0.794579088688
34;0.791041728556;0.557694657594;1e-05;0.771666753292;0.591325461864
35;0.794916726947;0.552820719332;1e-05;0.756666731834;0.658000969887
36;0.801125062704;0.534828689396;1e-05;0.721666741371;0.725877487659
37;0.797875060439;0.541943499446;1e-05;0.675000047684;1.0837985158
38;0.799000061154;0.535328243524;1e-05;0.723333382607;0.736118960381
39;0.79900006175;0.535950156599;1e-05;0.778333389759;0.596830135584
40;0.806333394051;0.529699536413;1e-05;0.72166672945;0.735102784634
41;0.807041726708;0.527366218269;1e-05;0.800000083447;0.525814771652
42;0.806083392799;0.517243291289;1e-05;0.73333337307;0.801965606213
43;0.809333390296;0.513280795068;1e-05;0.78333337307;0.547250169516
44;0.81500005722;0.500004846901;1e-05;0.773333370686;0.565428751707
45;0.815375057459;0.501360088289;1e-05;0.741666734219;0.769948816299
46;0.816166723669;0.501566623896;1e-05;0.788333415985;0.554605859518
47;0.816541724503;0.492459724098;1e-05;0.7400000453;0.641638255119
48;0.81954172343;0.485257754326;1e-05;0.783333408833;0.597581171989
49;0.816458391547;0.486417390108;1e-05;0.743333399296;0.823748397827
50;0.820375055969;0.486593726575;1e-05;0.778333413601;0.584225940704
51;0.82370839119;0.479926573336;1e-05;0.696666705608;0.977461695671
52;0.819166723788;0.48651878804;1e-05;0.643333423138;1.12397258282
53;0.826583389044;0.468324340284;1e-05;0.775000059605;0.653699362278
54;0.82462505579;0.477437065095;1e-05;0.768333387375;0.60668348074
55;0.827208389342;0.464396936893;1e-05;0.763333392143;0.61531085968
56;0.831833383739;0.453852888942;1e-05;0.751666724682;0.727662396431
57;0.832375054359;0.452885201126;1e-05;0.798333394527;0.602406942844
58;0.83329172194;0.463017519414;1e-05;0.735000050068;0.664084672928
59;0.827541719973;0.45715250507;1e-05;0.811666738987;0.543328070641
60;0.830958388448;0.453036217242;1e-05;0.776666760445;0.600587940216
61;0.834208384454;0.443158412576;1e-05;0.72833340168;0.785127830505
62;0.83716671735;0.439840531498;1e-05;0.705000042915;0.899859154224
63;0.837583387196;0.434998888522;1e-05;0.766666710377;0.655400621891
64;0.84079171747;0.433890936524;1e-05;0.811666727066;0.61829969883
65;0.839000048339;0.440382224321;1e-05;0.776666736603;0.619288396835
66;0.840666718185;0.430750592649;1e-05;0.760000061989;0.648478400707
67;0.843333382308;0.423371973634;1e-05;0.778333389759;0.598201942444
68;0.844833383262;0.424852496237;1e-05;0.786666738987;0.611484825611
69;0.839708380699;0.42828288734;1e-05;0.801666712761;0.571777975559
70;0.842166714966;0.4168306683;1e-05;0.766666734219;0.605108761787
71;0.847458382845;0.414582818151;1e-05;0.701666724682;0.883316302299
72;0.842541716695;0.42230221957;1e-05;0.678333389759;0.969336771965
0;0.432708371375;1.73442841351;1e-05;0.310000020266;2.1536755085
1;0.56687504828;1.18538166881;1e-05;0.495000040531;1.46516652107
2;0.611333383322;1.04869633079;1e-05;0.620000076294;1.0535913825
3;0.638958384693;0.964551824927;1e-05;0.631666707993;0.978420233727
4;0.656958386004;0.909865268767;1e-05;0.6150000453;1.00804955959
5;0.676708387733;0.862028084695;1e-05;0.66000007391;0.915677809715
6;0.691083391011;0.821489983201;1e-05;0.645000076294;0.912712013721
7;0.702500056028;0.791021598279;1e-05;0.628333377838;0.980276966095
8;0.71633339256;0.760025131404;1e-05;0.67166672945;0.805332684517
9;0.712416726649;0.751108267903;1e-05;0.671666705608;0.869852018356
10;0.724458390772;0.735911124945;1e-05;0.713333380222;0.709034800529
11;0.732625060976;0.7121375525;1e-05;0.670000064373;0.926093876362
12;0.735583388805;0.70547752887;1e-05;0.618333387375;1.00942369699
13;0.737500058711;0.692121299207;1e-05;0.71666674614;0.762444365025
14;0.740625059605;0.68717574954;1e-05;0.700000047684;0.761096918583
15;0.746458393335;0.677624273598;1e-05;0.626666724682;1.03605750799
16;0.754958392382;0.654171349704;1e-05;0.745000040531;0.676515841484
17;0.759750059545;0.643809577376;1e-05;0.660000050068;0.997345602512
18;0.756666725576;0.643859226555;1e-05;0.753333389759;0.717645895481
19;0.765208397806;0.629861709028;1e-05;0.69166674614;0.904805326462
20;0.765250062644;0.620679894686;1e-05;0.76666675806;0.61867980957
21;0.77487506181;0.610390627533;1e-05;0.735000061989;0.733836245537
22;0.770500068069;0.614663918018;1e-05;0.680000030994;0.961155867577
23;0.775125060678;0.602325521559;1e-05;0.713333392143;0.697033560276
24;0.776083397269;0.60199061498;1e-05;0.7400000453;0.761552274227
25;0.780208391547;0.590273551792;1e-05;0.741666734219;0.677104890347
26;0.784375057817;0.575096400231;1e-05;0.776666712761;0.627858567238
27;0.78708339721;0.576216424406;1e-05;0.713333392143;0.730775666237
28;0.79058339417;0.566344416887;1e-05;0.783333396912;0.6146245718
29;0.790791727901;0.565200539231;1e-05;0.773333406448;0.632675182819
30;0.794125059247;0.555817511529;1e-05;0.735000050068;0.730444133282
31;0.798125062585;0.547323988229;1e-05;0.735000026226;0.711828124523
32;0.797416725457;0.54723386541;1e-05;0.6650000453;1.05511393547
33;0.803291724324;0.532350227386;1e-05;0.775000071526;0.578856444359
34;0.804916726649;0.529187790155;1e-05;0.765000081062;0.618154895306
35;0.802375060916;0.530728792101;1e-05;0.753333365917;0.598254609108
36;0.801666725874;0.527361418009;1e-05;0.773333382607;0.679605305195
37;0.809250056744;0.515479394495;1e-05;0.671666705608;1.09295421839
38;0.813875057399;0.504502721131;1e-05;0.641666698456;1.49048018456
39;0.811958391368;0.508879749328;1e-05;0.736666727066;0.682610714436
40;0.814083390534;0.503478585631;1e-05;0.781666719913;0.578208816051
41;0.814208391309;0.500648303926;1e-05;0.776666748524;0.565054690838
42;0.819250059128;0.488334359825;1e-05;0.660000085831;1.25225281715
43;0.819583391249;0.489588463157;1e-05;0.778333437443;0.641300952435
44;0.819000053108;0.490804177821;1e-05;0.723333382607;0.655035471916
45;0.825791719556;0.477092448026;1e-05;0.711666691303;0.712513494492
46;0.823333387077;0.472255004793;1e-05;0.706666743755;0.838276422024
47;0.824000051618;0.476676241755;1e-05;0.82166672945;0.5004576087
48;0.825208387077;0.476602150649;1e-05;0.751666712761;0.676476585865
49;0.827625055611;0.465413633287;1e-05;0.741666710377;0.671786618233
50;0.829583387673;0.457819753289;1e-05;0.698333370686;1.02022399902
51;0.832250052094;0.45674945116;1e-05;0.736666691303;0.714317321777
